fault_id,fault_timestamp,fault_code,fault_description,fault_category,network_type,equipment_type,location,severity,customer_impact,customers_affected,service_calls_generated,resolution_timestamp,resolution_time_hours,first_time_fix,technician_type_required,estimated_revenue_impact,priority_score
F000613,2025-07-11T03:25:51.704583,900.1,High error rate on interface,Major,COAX,Casa C100G,Silkeborg,Medium,Moderate,80,23,2025-07-11T14:33:15.339052,11.12,True,General,4629.092837025823,0.6731275571077602
F000614,2025-08-22T07:44:41.354588,100.1,Signal level deviation,Minor,FIBER,Nokia 7750,Aalborg East,Low,Minimal,1,0,2025-08-22T09:04:10.769487,1.32,False,General,73.67632032005677,0.21275351448820562
F000615,2025-07-15T16:59:05.264445,700.2,Multiple customer complaints,Major,COAX,Cisco cBR-8,Roskilde,Medium,Moderate,199,23,2025-07-16T04:31:06.308153,11.53,False,General,4835.157199092848,0.6186422439889989
F000616,2025-09-21T22:02:43.655808,700.2,Temperature threshold exceeded,Major,COAX,Arris E6000,Aarhus North,Medium,Moderate,492,5,2025-09-22T03:16:39.315648,5.23,False,General,12685.14524059346,0.7102937918233025
F000617,2025-08-30T19:30:49.864270,150.4,Temperature threshold exceeded,Major,COAX,Casa C100G,Kolding,Medium,Moderate,496,13,2025-08-31T07:16:56.152564,11.77,True,General,23750.63184094332,0.4762406372383078
F000618,2025-08-23T17:42:12.581707,300.5,Low bandwidth utilization,Minor,COAX,Arris E6000,Esbjerg South,Low,Minimal,40,4,2025-08-23T18:46:11.534630,1.07,False,General,3632.3356093553084,0.9937363951962463
F000619,2025-09-19T11:50:32.255147,900.1,Service degradation detected,Major,FIBER,Cisco ASR9000,Odense West,Medium,Moderate,385,43,2025-09-19T17:17:59.687651,5.46,True,General,5830.714885218648,0.615027071344507
F000620,2025-09-26T17:15:55.453520,400.1,Routine maintenance alert,Minor,COAX,Harmonic CableOS,Odense West,Low,Minimal,12,0,2025-09-26T18:29:49.156601,1.23,False,General,572.1725867847011,0.476851053911889
F000621,2025-08-06T06:46:42.203129,400.1,Low bandwidth utilization,Minor,FIBER,Nokia 7750,Roskilde,Low,Minimal,5,4,2025-08-06T09:33:42.501369,2.78,True,General,196.15769922360388,0.5536903643733667
F000622,2025-08-19T00:18:17.879750,300.5,Configuration drift,Minor,FIBER,Cisco ASR9000,Kolding,Low,Minimal,3,5,2025-08-19T01:12:07.555961,0.9,True,General,252.21448146892618,0.7748980960946761
F000623,2025-09-12T09:15:08.581845,814.2,Aerial cable fault,Cable Fault,FIBER,Juniper MX960,Roskilde,High,Severe,3272,281,2025-09-12T18:13:20.917045,8.97,False,Specialist,324443.399165212,0.8480735728926958
F000624,2025-07-20T10:52:01.491635,500.3,Signal level deviation,Minor,FIBER,Juniper MX960,Odense West,Low,Minimal,37,1,2025-07-20T12:51:24.406174,1.99,False,General,2174.5372793684924,0.6602910021479551
F000625,2025-07-15T02:42:32.911086,200.2,Configuration drift,Minor,COAX,Harmonic CableOS,Aalborg East,Low,Minimal,25,4,2025-07-15T04:03:16.304716,1.35,True,General,493.04077069015744,0.43178500530982644
F000626,2025-08-15T03:12:13.155866,600.1,Service degradation detected,Major,FIBER,Nokia 7750,Esbjerg South,Medium,Moderate,258,11,2025-08-15T13:39:38.581889,10.46,False,General,5478.965058234828,0.4347577266925381
F000627,2025-08-04T02:48:33.926388,800.3,Service degradation detected,Major,COAX,Casa C100G,Esbjerg South,Medium,Moderate,414,48,2025-08-04T05:55:46.275378,3.12,False,General,8487.357863519015,0.4570966492676564
F000628,2025-08-17T23:42:03.289001,500.3,Signal level deviation,Minor,COAX,Harmonic CableOS,Odense West,Low,Minimal,36,1,2025-08-18T01:33:36.983707,1.86,True,General,3191.005729816814,0.2621472080081952
F000629,2025-09-08T12:03:14.711651,900.1,Power supply fluctuation,Major,COAX,Arris E6000,Silkeborg,Medium,Moderate,151,7,2025-09-08T20:17:06.740681,8.23,False,General,8497.732503155852,0.734335213116047
F000630,2025-09-20T16:17:58.568572,500.3,Configuration drift,Minor,COAX,Harmonic CableOS,Aarhus North,Low,Minimal,6,2,2025-09-20T18:22:40.530094,2.08,True,General,219.54681041479597,0.5581933399896847
F000631,2025-08-08T00:10:19.202083,500.3,Configuration drift,Minor,COAX,Casa C100G,Roskilde,Low,Minimal,7,2,2025-08-08T03:33:27.257539,3.39,False,General,160.46175007962992,0.2877043985184976
F000632,2025-09-24T01:31:35.905967,500.3,Minor packet loss detected,Minor,COAX,Casa C100G,Roskilde,Low,Minimal,45,0,2025-09-24T02:59:30.358361,1.47,True,General,2469.7349817627246,0.17433194030657895
F000633,2025-08-14T09:26:51.839791,900.1,Multiple customer complaints,Major,COAX,Casa C100G,Kolding,Medium,Moderate,269,28,2025-08-14T12:28:41.156162,3.03,False,General,18964.625654806292,0.5292992398423021
F000634,2025-08-20T05:19:01.467309,500.3,Low bandwidth utilization,Minor,FIBER,Nokia 7750,Esbjerg South,Low,Minimal,27,2,2025-08-20T07:45:13.769982,2.44,True,General,2574.5646115788095,0.9397106312741097
F000635,2025-08-15T04:00:07.421376,400.1,Routine maintenance alert,Minor,COAX,Cisco cBR-8,Roskilde,Low,Minimal,9,2,2025-08-15T06:54:42.513551,2.91,False,General,316.4719964614568,0.2062425903880885
F000636,2025-09-17T17:47:55.378291,800.3,Multiple customer complaints,Major,COAX,Cisco cBR-8,Silkeborg,Medium,Moderate,103,24,2025-09-17T22:06:19.222953,4.31,False,General,10122.551515704425,0.6509865818977729
F000637,2025-08-03T17:05:18.371820,700.2,High error rate on interface,Major,FIBER,Cisco ASR9000,Kolding,Medium,Moderate,84,16,2025-08-03T21:06:28.942413,4.02,False,General,5270.2288450744,0.6656209279685603
F000638,2025-09-04T11:45:41.869901,500.3,Signal level deviation,Minor,COAX,Harmonic CableOS,Kolding,Low,Minimal,19,4,2025-09-04T13:14:55.918302,1.49,False,General,1489.4796533113952,0.7806476547203248
F000639,2025-08-21T17:24:43.693400,800.3,Multiple customer complaints,Major,FIBER,Huawei MA5800,Vejle,Medium,Moderate,390,30,2025-08-21T21:23:14.310924,3.98,True,General,5343.332764740868,0.7223346295130172
F000640,2025-08-11T14:55:45.374820,800.3,Power supply fluctuation,Major,FIBER,Huawei MA5800,Aarhus North,Medium,Moderate,371,44,2025-08-12T00:05:41.651728,9.17,False,General,9519.92835831951,0.701982021844845
F000641,2025-07-07T13:16:01.992332,600.1,High error rate on interface,Major,COAX,Arris E6000,Vejle,Medium,Moderate,444,40,2025-07-07T23:44:28.586924,10.47,True,General,23054.434404923577,0.408307703284125
F000642,2025-08-30T05:21:20.279679,500.3,Minor packet loss detected,Minor,COAX,Casa C100G,Roskilde,Low,Minimal,22,0,2025-08-30T09:00:15.420252,3.65,True,General,1139.5632014145335,0.979833496483398
F000643,2025-07-12T17:21:26.829751,100.1,Signal level deviation,Minor,COAX,Arris E6000,Horsens,Low,Minimal,10,3,2025-07-12T20:36:07.914564,3.24,True,General,720.5266913987693,0.9805412940901064
F000644,2025-09-01T19:58:01.299850,300.5,Low bandwidth utilization,Minor,FIBER,Cisco ASR9000,Vejle,Low,Minimal,10,4,2025-09-01T21:03:09.750645,1.09,False,General,672.0513043107751,0.18294577736336332
F000645,2025-07-23T22:39:59.274484,150.4,Temperature threshold exceeded,Major,FIBER,Juniper MX960,Aalborg East,Medium,Moderate,347,25,2025-07-24T07:28:11.282375,8.8,False,General,6613.432741009558,0.7632947922103391
F000646,2025-08-31T09:27:44.328631,200.2,Low bandwidth utilization,Minor,FIBER,Nokia 7750,Vejle,Low,Minimal,36,2,2025-08-31T10:32:04.498845,1.07,False,General,3083.5550137007003,0.30922066485739697
F000647,2025-08-31T00:25:10.983975,100.1,Minor packet loss detected,Minor,COAX,Casa C100G,Copenhagen Central,Low,Minimal,39,5,2025-08-31T02:19:39.066106,1.91,True,General,1216.5816193443827,0.12856856471326497
F000648,2025-07-31T09:36:47.625996,500.3,Minor packet loss detected,Minor,COAX,Harmonic CableOS,Roskilde,Low,Minimal,18,2,2025-07-31T10:46:46.406566,1.17,False,General,1089.6521290039832,0.9222794546625023
F000649,2025-09-06T19:46:50.402936,500.3,Signal level deviation,Minor,FIBER,Nokia 7750,Horsens,Low,Minimal,46,4,2025-09-06T21:55:47.123031,2.15,True,General,1197.929970388693,0.62610246833139
F000650,2025-07-03T21:35:34.256412,300.5,Configuration drift,Minor,COAX,Harmonic CableOS,Silkeborg,Low,Minimal,17,2,2025-07-03T22:32:45.140386,0.95,True,General,1099.013446277798,0.528299846254191
F000651,2025-09-03T15:46:26.971130,400.1,Configuration drift,Minor,FIBER,Nokia 7750,Aarhus North,Low,Minimal,15,4,2025-09-03T19:46:14.015887,4.0,True,General,286.5414784045261,0.14766031955449047
F000652,2025-09-12T00:20:38.282333,400.1,Configuration drift,Minor,COAX,Harmonic CableOS,Vejle,Low,Minimal,32,1,2025-09-12T02:52:11.209829,2.53,True,General,2382.9639883132377,0.3977396320670942
F000653,2025-08-07T00:18:04.912451,814.2,Coax cable degradation,Cable Fault,FIBER,Juniper MX960,Roskilde,High,Severe,3345,478,2025-08-08T03:00:30.606481,26.71,False,Specialist,82258.22244276032,0.7550685990802578
F000654,2025-09-20T20:32:01.703097,600.1,High error rate on interface,Major,COAX,Casa C100G,Esbjerg South,Medium,Moderate,117,49,2025-09-21T05:18:11.721165,8.77,False,General,5071.526634023719,0.5611614832718471
F000655,2025-08-28T00:23:18.396982,813.1,Coax cable degradation,Cable Fault,COAX,Casa C100G,Esbjerg South,High,Severe,3996,144,2025-08-29T05:01:23.929457,28.63,False,Specialist,360844.9394742876,0.7858534991854255
F000656,2025-08-19T02:16:32.113727,400.1,Minor packet loss detected,Minor,FIBER,Cisco ASR9000,Copenhagen Central,Low,Minimal,32,2,2025-08-19T05:49:27.184944,3.55,True,General,1663.800088584778,0.6318993485514749
F000657,2025-07-07T01:16:22.644329,800.3,High error rate on interface,Major,FIBER,Nokia 7750,Aarhus North,Medium,Moderate,497,22,2025-07-07T09:20:48.417458,8.07,False,General,6625.207808198167,0.474422113141872
F000658,2025-07-06T07:32:02.465484,100.1,Routine maintenance alert,Minor,COAX,Harmonic CableOS,Odense West,Low,Minimal,34,1,2025-07-06T08:02:13.042318,0.5,False,General,2297.420002716758,0.1583936874471088
F000659,2025-08-07T12:54:58.170396,300.5,Signal level deviation,Minor,FIBER,Huawei MA5800,Silkeborg,Low,Minimal,6,3,2025-08-07T15:43:00.594068,2.8,True,General,551.2942878432943,0.726856226453095
F000660,2025-07-03T11:08:04.496555,600.1,Multiple customer complaints,Major,FIBER,Juniper MX960,Esbjerg South,Medium,Moderate,437,26,2025-07-03T13:29:12.824794,2.35,False,General,21782.500760046434,0.7509262288523791
F000661,2025-07-28T06:17:43.955616,600.1,High error rate on interface,Major,COAX,Harmonic CableOS,Esbjerg South,Medium,Moderate,465,30,2025-07-28T10:50:30.157508,4.55,True,General,44409.552257078576,0.7496362701506926
F000662,2025-08-19T08:43:49.130799,900.1,Power supply fluctuation,Major,COAX,Casa C100G,Odense West,Medium,Moderate,98,31,2025-08-19T20:41:56.577152,11.97,False,General,7360.583185200228,0.6004129153208725
F000663,2025-07-13T18:15:32.073134,800.3,Multiple customer complaints,Major,FIBER,Juniper MX960,Copenhagen Central,Medium,Moderate,406,20,2025-07-13T23:57:04.244234,5.69,False,General,8248.321642589117,0.6928562415056222
F000664,2025-08-10T14:32:28.797308,600.1,Power supply fluctuation,Major,COAX,Harmonic CableOS,Copenhagen Central,Medium,Moderate,197,20,2025-08-10T22:14:15.628724,7.7,True,General,15973.979967924573,0.5280963041484862
F000665,2025-07-20T08:49:56.487217,500.3,Low bandwidth utilization,Minor,FIBER,Nokia 7750,Horsens,Low,Minimal,39,2,2025-07-20T12:39:41.965478,3.83,False,General,1923.6612205505799,0.9674526961727116
F000666,2025-07-09T19:54:16.537326,100.1,Minor packet loss detected,Minor,FIBER,Nokia 7750,Horsens,Low,Minimal,2,3,2025-07-09T22:45:39.078309,2.86,False,General,98.68215290661254,0.9834677909760449
F000667,2025-08-31T23:59:46.556532,200.2,Low bandwidth utilization,Minor,COAX,Cisco cBR-8,Horsens,Low,Minimal,23,0,2025-09-01T01:52:14.375048,1.87,False,General,984.1376007090902,0.7676229183269768
F000668,2025-07-15T03:24:12.562630,500.3,Configuration drift,Minor,COAX,Harmonic CableOS,Odense West,Low,Minimal,41,1,2025-07-15T05:07:21.632127,1.72,False,General,590.9953979942912,0.8328924836154439
F000669,2025-09-13T23:27:39.112664,600.1,Multiple customer complaints,Major,COAX,Cisco cBR-8,Odense West,Medium,Moderate,210,34,2025-09-14T06:23:19.634931,6.93,False,General,5230.425521448083,0.536748301667928
F000670,2025-08-27T01:50:49.290684,200.2,Configuration drift,Minor,COAX,Harmonic CableOS,Aarhus North,Low,Minimal,13,0,2025-08-27T04:25:35.739521,2.58,False,General,137.56759129585956,0.9617459562376527
F000671,2025-09-01T20:52:50.144311,816.1,Coax cable degradation,Cable Fault,FIBER,Huawei MA5800,Esbjerg South,High,Severe,1269,57,2025-09-02T20:09:07.967126,23.27,True,Specialist,117656.19210733727,0.9967087566666359
F000672,2025-09-24T21:44:12.494097,500.3,Minor packet loss detected,Minor,COAX,Casa C100G,Kolding,Low,Minimal,32,5,2025-09-25T00:47:12.079535,3.05,False,General,3017.0715104159954,0.15040295100085094
F000673,2025-09-22T00:53:27.430012,814.2,Fiber break in main trunk,Cable Fault,FIBER,Juniper MX960,Odense West,High,Severe,3159,330,2025-09-22T22:03:48.907666,21.17,False,Specialist,176990.36915552206,0.8671737194495438
F000674,2025-07-03T12:24:40.118562,814.2,Underground cable damage,Cable Fault,COAX,Harmonic CableOS,Kolding,High,Severe,3561,497,2025-07-04T01:37:04.398741,13.21,False,Specialist,348490.4461050731,0.9675480499841764
F000675,2025-09-10T21:33:45.248661,100.1,Configuration drift,Minor,COAX,Cisco cBR-8,Esbjerg South,Low,Minimal,3,1,2025-09-11T00:45:43.556993,3.2,False,General,45.13675534467592,0.32300370951741786
F000676,2025-07-09T03:37:29.802173,150.4,High error rate on interface,Major,FIBER,Nokia 7750,Esbjerg South,Medium,Moderate,121,32,2025-07-09T14:27:51.588461,10.84,True,General,1387.2786086490503,0.437811751005438
F000677,2025-08-07T05:24:34.757153,500.3,Routine maintenance alert,Minor,FIBER,Huawei MA5800,Horsens,Low,Minimal,43,4,2025-08-07T07:59:40.842139,2.59,True,General,828.034024944292,0.4859130740495089
F000678,2025-09-26T02:54:45.360619,200.2,Low bandwidth utilization,Minor,COAX,Casa C100G,Copenhagen Central,Low,Minimal,37,2,2025-09-26T05:24:14.216805,2.49,False,General,3433.433137452054,0.5625957688962822
F000679,2025-09-20T17:24:17.652454,200.2,Configuration drift,Minor,COAX,Arris E6000,Vejle,Low,Minimal,13,4,2025-09-20T19:26:31.498316,2.04,False,General,1190.9430796055722,0.4794920858532642
F000680,2025-08-17T08:29:20.328292,400.1,Low bandwidth utilization,Minor,COAX,Casa C100G,Esbjerg South,Low,Minimal,37,3,2025-08-17T09:03:38.608896,0.57,True,General,1561.2049981804823,0.13590265794925077
F000681,2025-07-28T00:41:17.728844,900.1,Power supply fluctuation,Major,COAX,Arris E6000,Odense West,Medium,Moderate,122,38,2025-07-28T04:40:25.478106,3.99,True,General,2549.1710138259414,0.4309368035963097
F000682,2025-08-10T11:29:24.321889,100.1,Signal level deviation,Minor,COAX,Cisco cBR-8,Vejle,Low,Minimal,20,2,2025-08-10T12:40:48.605734,1.19,True,General,336.22705540978893,0.5602351271518314
F000683,2025-09-08T01:28:37.596994,400.1,Configuration drift,Minor,COAX,Cisco cBR-8,Roskilde,Low,Minimal,46,0,2025-09-08T03:29:51.049570,2.02,True,General,1186.9299085812745,0.31502062072629466
F000684,2025-08-26T20:12:35.198674,200.2,Routine maintenance alert,Minor,FIBER,Cisco ASR9000,Aarhus North,Low,Minimal,29,0,2025-08-26T22:43:09.698678,2.51,True,General,1276.2810090740545,0.11553004805887361
F000685,2025-08-07T02:26:12.324038,500.3,Routine maintenance alert,Minor,FIBER,Nokia 7750,Odense West,Low,Minimal,9,5,2025-08-07T03:57:59.746926,1.53,False,General,451.5282157702906,0.29549587089955565
F000686,2025-08-02T15:51:58.169604,800.3,Power supply fluctuation,Major,FIBER,Cisco ASR9000,Odense West,Medium,Moderate,231,36,2025-08-02T18:20:19.733197,2.47,False,General,9464.517300359092,0.7198091890034887
F000687,2025-09-29T08:39:09.194566,400.1,Low bandwidth utilization,Minor,COAX,Harmonic CableOS,Roskilde,Low,Minimal,33,4,2025-09-29T10:02:56.791802,1.4,False,General,1838.8619964734503,0.7021850539079587
F000688,2025-09-11T07:03:41.416154,200.2,Minor packet loss detected,Minor,COAX,Casa C100G,Aarhus North,Low,Minimal,27,0,2025-09-11T08:15:01.046716,1.19,True,General,1954.7997808711095,0.2003852581100447
F000689,2025-08-19T16:59:42.532180,500.3,Signal level deviation,Minor,COAX,Casa C100G,Copenhagen Central,Low,Minimal,44,2,2025-08-19T18:28:52.726748,1.49,True,General,2020.7415331617453,0.345127565660715
F000690,2025-09-20T03:47:45.464138,500.3,Configuration drift,Minor,COAX,Casa C100G,Vejle,Low,Minimal,5,1,2025-09-20T06:32:26.182047,2.74,False,General,209.2559339762372,0.19696115568466488
F000691,2025-07-03T10:49:21.516299,600.1,Service degradation detected,Major,COAX,Arris E6000,Vejle,Medium,Moderate,480,33,2025-07-03T19:10:06.028897,8.35,True,General,46930.251079814625,0.6062426916294021
F000692,2025-07-11T22:52:37.950837,400.1,Routine maintenance alert,Minor,FIBER,Cisco ASR9000,Roskilde,Low,Minimal,18,5,2025-07-12T01:36:13.223217,2.73,False,General,931.6773393109881,0.8022241504417293
F000693,2025-08-08T02:37:15.628075,200.2,Configuration drift,Minor,FIBER,Huawei MA5800,Horsens,Low,Minimal,24,4,2025-08-08T06:11:27.602658,3.57,False,General,243.5533623868199,0.6442267892283813
F000694,2025-07-08T04:27:33.034820,600.1,Temperature threshold exceeded,Major,FIBER,Huawei MA5800,Aalborg East,Medium,Moderate,404,21,2025-07-08T12:36:50.785502,8.15,True,General,28667.617528114883,0.4110821746132129
F000695,2025-09-19T12:00:43.187754,812.3,Coax cable degradation,Cable Fault,FIBER,Cisco ASR9000,Silkeborg,High,Severe,3550,215,2025-09-21T00:38:23.482869,36.63,False,Specialist,257787.49110533518,0.9293368914835624
F000696,2025-08-26T13:48:43.567785,816.1,Coax cable degradation,Cable Fault,FIBER,Nokia 7750,Horsens,High,Severe,2614,166,2025-08-27T11:05:22.123142,21.28,False,Specialist,179108.3697844992,0.7412650734514536
F000697,2025-07-16T09:11:43.855044,200.2,Configuration drift,Minor,FIBER,Juniper MX960,Esbjerg South,Low,Minimal,46,0,2025-07-16T11:34:23.489760,2.38,False,General,942.0276140579015,0.4303585418418461
F000698,2025-09-05T16:28:13.928908,400.1,Low bandwidth utilization,Minor,COAX,Casa C100G,Esbjerg South,Low,Minimal,41,3,2025-09-05T18:41:03.550122,2.21,False,General,1717.028966929148,0.5324705434485866
F000699,2025-07-15T04:07:59.143989,500.3,Minor packet loss detected,Minor,COAX,Cisco cBR-8,Silkeborg,Low,Minimal,38,1,2025-07-15T07:01:16.579977,2.89,True,General,554.2828828903387,0.5413436692897272
F000700,2025-08-25T02:23:37.801733,815.5,Underground cable damage,Cable Fault,COAX,Arris E6000,Kolding,High,Severe,3907,97,2025-08-26T02:50:44.502059,24.45,False,Specialist,237514.2644681583,0.7404035507651456
F000701,2025-08-12T10:27:29.757192,300.5,Low bandwidth utilization,Minor,FIBER,Huawei MA5800,Silkeborg,Low,Minimal,3,3,2025-08-12T11:37:29.394813,1.17,False,General,264.05572100287253,0.6562121815762024
F000702,2025-07-16T06:02:10.986925,200.2,Routine maintenance alert,Minor,FIBER,Nokia 7750,Roskilde,Low,Minimal,15,2,2025-07-16T09:54:22.560068,3.87,True,General,247.21614549035274,0.5271995620056534
F000703,2025-08-17T21:57:53.795110,200.2,Low bandwidth utilization,Minor,FIBER,Juniper MX960,Aalborg East,Low,Minimal,31,2,2025-08-18T00:05:52.571251,2.13,True,General,1311.852275910381,0.3532784914950887
F000704,2025-07-22T20:11:43.384978,400.1,Signal level deviation,Minor,FIBER,Juniper MX960,Horsens,Low,Minimal,47,4,2025-07-22T22:48:30.572711,2.61,False,General,2774.5072150402534,0.9673352291369348
F000705,2025-07-19T00:35:14.903739,400.1,Routine maintenance alert,Minor,COAX,Cisco cBR-8,Kolding,Low,Minimal,6,1,2025-07-19T01:56:55.029872,1.36,True,General,353.7145090222913,0.7188928236284327
F000706,2025-07-30T17:47:05.222649,150.4,Temperature threshold exceeded,Major,FIBER,Huawei MA5800,Aarhus North,Medium,Moderate,439,50,2025-07-31T02:46:48.124367,9.0,False,General,9973.2156012427,0.7543563118658763
